id,address,x,y,z,stay,timestamp,bs_address,sample_time,sample_batch
4160,03D2C30A,3.097948619,-3.465928669,0.8,0,1.66658E+12,1370022,"2022-10-24,11:43:22",27
4161,03D2C30A,3.097948619,-3.465928669,0.8,1,1.66658E+12,1370022,"2022-10-24,11:43:22",27
4162,03D2C30A,3.155960884,-3.419115582,0.8,0,1.66658E+12,1370022,"2022-10-24,11:43:22",27
4163,03D2C30A,3.132281815,-3.091422106,0.8,0,1.66658E+12,1370022,"2022-10-24,11:43:23",27
4164,03D2C30A,3.197746149,-2.732470588,0.8,0,1.66658E+12,1370022,"2022-10-24,11:43:23",27
4165,03D2C30A,3.317564828,-1.908381805,1,0,1.66658E+12,1370022,"2022-10-24,11:43:23",27
4166,03D2C30A,3.308747275,-1.699643496,1,0,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4167,03D2C30A,3.303325747,-1.529407936,1,0,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4168,03D2C30A,3.303325747,-1.529407936,1,1,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4169,03D2C30A,3.324201546,-1.365404339,1,0,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4170,03D2C30A,3.324201546,-1.365404339,1,1,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4171,03D2C30A,3.324201546,-1.365404339,1,1,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4172,03D2C30A,3.324201546,-1.365404339,1,1,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4173,03D2C30A,3.358632053,-1.094912795,1,0,1.66658E+12,1370022,"2022-10-24,11:43:24",27
4174,03D2C30A,3.309989256,-0.941276559,1,0,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4175,03D2C30A,3.262553858,-0.781786832,1,0,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4176,03D2C30A,3.262553858,-0.781786832,1,1,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4177,03D2C30A,3.265951766,-0.638514271,1,0,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4178,03D2C30A,3.200708563,-0.44437898,1,0,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4179,03D2C30A,3.187432343,-0.275489341,1,0,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4180,03D2C30A,3.173929595,-0.105827558,1,0,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4181,03D2C30A,3.160014603,0.065865605,1,0,1.66658E+12,1370022,"2022-10-24,11:43:25",27
4182,03D2C30A,3.108607995,0.260689551,1,0,1.66658E+12,1370022,"2022-10-24,11:43:26",27
4183,03D2C30A,3.051735785,0.459908254,1,0,1.66658E+12,1370022,"2022-10-24,11:43:26",27
4184,03D2C30A,2.994385198,0.648035548,1,0,1.66658E+12,1370022,"2022-10-24,11:43:26",27
4185,03D2C30A,2.932651785,0.838950628,1,0,1.66658E+12,1370022,"2022-10-24,11:43:26",27
4186,03D2C30A,2.872040407,1.017026355,1,0,1.66658E+12,1370022,"2022-10-24,11:43:26",27
4187,03D2C30A,2.807874204,1.196732021,1,0,1.66658E+12,1370022,"2022-10-24,11:43:26",27
4188,03D2C30A,2.656699803,1.572791622,1,0,1.66658E+12,1370022,"2022-10-24,11:43:26",27
4189,03D2C30A,2.585325119,1.788960208,1,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4190,03D2C30A,2.511995131,2.006857182,1,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4191,03D2C30A,2.436381673,2.226761126,1,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4192,03D2C30A,2.364553797,2.431194724,1,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4193,03D2C30A,2.290569132,2.637053012,1,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4194,03D2C30A,2.220786679,2.826677529,1,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4195,03D2C30A,2.134983548,3.052786817,1,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4196,03D2C30A,2.052355751,3.326311027,0.8,0,1.66658E+12,1370022,"2022-10-24,11:43:27",27
4197,03D2C30A,1.954777228,3.555631356,1,0,1.66658E+12,1370022,"2022-10-24,11:43:28",27
4198,03D2C30A,1.83987147,3.80086629,1,0,1.66658E+12,1370022,"2022-10-24,11:43:28",27
4199,03D2C30A,1.766754184,4.047674586,0.8,0,1.66658E+12,1370022,"2022-10-24,11:43:28",27
