id,address,power,heart_rate,step,temperature,systolic_pressure,diastolic_pressure,accx,accy,accz,gyroscopex,gyroscopey,gyroscopez,stay,sos,elock_open_illegal_warn,timestamp,bs_address,sample_time,sample_batch
3947,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2746,-1343,-15303,-1,-20,60,0,NULL,NULL,1666582945420 ,1370022,"2022-10-24,11:43:08",27
3948,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5006,-1297,-14960,89,8,-104,0,NULL,NULL,1666582945557 ,1370022,"2022-10-24,11:43:08",27
3949,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4620,-1996,-16895,179,-38,-235,0,NULL,NULL,1666582945672 ,1370022,"2022-10-24,11:43:08",27
3950,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1215,-1308,-20507,89,-60,-347,0,NULL,NULL,1666582945812 ,1370022,"2022-10-24,11:43:09",27
3951,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1279,-1851,-14826,-29,174,-335,0,NULL,NULL,1666582945932 ,1370022,"2022-10-24,11:43:09",27
3952,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1805,-1837,-13561,54,8,15,0,NULL,NULL,1666582946050 ,1370022,"2022-10-24,11:43:09",27
3953,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2924,-2797,-15200,-31,-87,120,0,NULL,NULL,1666582946177 ,1370022,"2022-10-24,11:43:09",27
3954,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3641,-2595,-15719,-54,-4,122,1,NULL,NULL,1666582946305 ,1370022,"2022-10-24,11:43:09",27
3955,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1492,-255,-17474,23,-92,-14,0,NULL,NULL,1666582946575 ,1370022,"2022-10-24,11:43:09",27
3956,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,589,-132,-16210,-7,53,183,0,NULL,NULL,1666582946712 ,1370022,"2022-10-24,11:43:09",27
3957,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3455,-1670,-13585,4,-99,264,0,NULL,NULL,1666582946823 ,1370022,"2022-10-24,11:43:10",27
3958,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2812,-2137,-15562,122,-106,203,0,NULL,NULL,1666582946952 ,1370022,"2022-10-24,11:43:10",27
3959,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4311,-2041,-16880,170,97,-4,0,NULL,NULL,1666582947093 ,1370022,"2022-10-24,11:43:10",27
3960,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4100,-2976,-18541,118,-93,-75,0,NULL,NULL,1666582947222 ,1370022,"2022-10-24,11:43:10",27
3961,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1280,-4065,-12558,-163,159,-215,0,NULL,NULL,1666582947364 ,1370022,"2022-10-24,11:43:10",27
3962,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1440,-2253,-13987,-103,-23,-154,0,NULL,NULL,1666582947487 ,1370022,"2022-10-24,11:43:10",27
3963,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3509,-3113,-15931,-112,-182,64,0,NULL,NULL,1666582947627 ,1370022,"2022-10-24,11:43:10",27
3964,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4433,-2692,-16907,-144,72,26,0,NULL,NULL,1666582947764 ,1370022,"2022-10-24,11:43:10",27
3965,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4609,-2430,-16387,-173,78,31,1,NULL,NULL,1666582947879 ,1370022,"2022-10-24,11:43:11",27
3966,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1523,-337,-16052,-154,14,161,0,NULL,NULL,1666582948013 ,1370022,"2022-10-24,11:43:11",27
3967,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1350,-845,-14781,-121,144,256,0,NULL,NULL,1666582948128 ,1370022,"2022-10-24,11:43:11",27
3968,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3723,-1292,-14520,-30,-114,245,0,NULL,NULL,1666582948248 ,1370022,"2022-10-24,11:43:11",27
3969,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3799,-826,-14995,49,4,15,1,NULL,NULL,1666582948386 ,1370022,"2022-10-24,11:43:11",27
3970,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4964,-1590,-14412,107,7,-84,0,NULL,NULL,1666582948497 ,1370022,"2022-10-24,11:43:11",27
3971,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5016,-1736,-17902,221,-26,-273,0,NULL,NULL,1666582948623 ,1370022,"2022-10-24,11:43:11",27
3972,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,684,-2634,-16396,119,233,-333,0,NULL,NULL,1666582948761 ,1370022,"2022-10-24,11:43:11",27
3973,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,865,-1926,-15573,-54,17,-391,0,NULL,NULL,1666582948876 ,1370022,"2022-10-24,11:43:12",27
3974,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2468,-1997,-13082,24,-154,-161,0,NULL,NULL,1666582948989 ,1370022,"2022-10-24,11:43:12",27
3975,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3452,-2509,-15408,-44,-213,-70,0,NULL,NULL,1666582949119 ,1370022,"2022-10-24,11:43:12",27
3976,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4064,-2296,-16737,-134,-14,-131,0,NULL,NULL,1666582949257 ,1370022,"2022-10-24,11:43:12",27
3977,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2030,-1006,-20189,-191,114,-151,0,NULL,NULL,1666582949377 ,1370022,"2022-10-24,11:43:12",27
3978,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1464,-1413,-13199,-35,277,-378,0,NULL,NULL,1666582949501 ,1370022,"2022-10-24,11:43:12",27
3979,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2255,-2109,-13345,247,-121,-374,1,NULL,NULL,1666582949618 ,1370022,"2022-10-24,11:43:12",27
3980,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3154,-1593,-15029,246,-154,-595,0,NULL,NULL,1666582949754 ,1370022,"2022-10-24,11:43:12",27
3981,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3890,-559,-15224,297,-106,-959,0,NULL,NULL,1666582949875 ,1370022,"2022-10-24,11:43:13",27
3982,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2861,-1526,-16388,306,-150,-996,0,NULL,NULL,1666582950000 ,1370022,"2022-10-24,11:43:13",27
3983,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1239,-3972,-19810,235,-252,-1195,0,NULL,NULL,1666582950143 ,1370022,"2022-10-24,11:43:13",27
3984,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,642,-3265,-16917,-26,-178,-1187,0,NULL,NULL,1666582950286 ,1370022,"2022-10-24,11:43:13",27
3985,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2112,-3704,-12837,295,-158,-916,0,NULL,NULL,1666582950405 ,1370022,"2022-10-24,11:43:13",27
3986,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2753,-2461,-15806,198,-235,-823,0,NULL,NULL,1666582950526 ,1370022,"2022-10-24,11:43:13",27
3987,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4351,-2014,-15725,13,-78,-537,0,NULL,NULL,1666582950659 ,1370022,"2022-10-24,11:43:13",27
3988,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4299,-2379,-16546,-77,0,-353,0,NULL,NULL,1666582950772 ,1370022,"2022-10-24,11:43:13",27
3989,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3450,-1996,-16937,-100,66,-139,0,NULL,NULL,1666582950899 ,1370022,"2022-10-24,11:43:14",27
3990,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1525,-715,-14203,38,177,-83,0,NULL,NULL,1666582951025 ,1370022,"2022-10-24,11:43:14",27
3991,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,467,-1729,-15643,113,-28,71,0,NULL,NULL,1666582951164 ,1370022,"2022-10-24,11:43:14",27
3992,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3477,-1286,-15154,159,-201,-183,0,NULL,NULL,1666582951289 ,1370022,"2022-10-24,11:43:14",27
3993,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4432,-836,-14972,153,-12,-187,0,NULL,NULL,1666582951432 ,1370022,"2022-10-24,11:43:14",27
3994,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3648,-1109,-17165,165,21,-219,0,NULL,NULL,1666582951560 ,1370022,"2022-10-24,11:43:14",27
3995,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,835,-3006,-20360,186,-132,-167,0,NULL,NULL,1666582951704 ,1370022,"2022-10-24,11:43:14",27
3996,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,63,-2015,-16746,-133,118,-299,0,NULL,NULL,1666582951845 ,1370022,"2022-10-24,11:43:15",27
3997,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2342,-1825,-14100,21,-109,-123,0,NULL,NULL,1666582951986 ,1370022,"2022-10-24,11:43:15",27
3998,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2883,-2635,-15888,-21,-188,66,0,NULL,NULL,1666582952108 ,1370022,"2022-10-24,11:43:15",27
3999,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4257,-3107,-15376,-59,6,99,0,NULL,NULL,1666582952250 ,1370022,"2022-10-24,11:43:15",27
4000,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2873,-1384,-18490,-72,112,42,0,NULL,NULL,1666582952392 ,1370022,"2022-10-24,11:43:15",27
4001,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-24,-1106,-15022,-24,249,39,0,NULL,NULL,1666582952536 ,1370022,"2022-10-24,11:43:15",27
4002,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1961,-1857,-14814,-37,-129,-15,0,NULL,NULL,1666582952658 ,1370022,"2022-10-24,11:43:15",27
4003,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2430,-1216,-16743,-87,-90,-35,0,NULL,NULL,1666582952790 ,1370022,"2022-10-24,11:43:15",27
4004,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3155,-454,-14727,28,36,-165,0,NULL,NULL,1666582952908 ,1370022,"2022-10-24,11:43:16",27
4005,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4092,93,-14595,77,-23,-142,0,NULL,NULL,1666582953020 ,1370022,"2022-10-24,11:43:16",27
4006,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4516,-1676,-15447,96,-117,-129,0,NULL,NULL,1666582953133 ,1370022,"2022-10-24,11:43:16",27
4007,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4285,-937,-15203,153,-29,-168,1,NULL,NULL,1666582953259 ,1370022,"2022-10-24,11:43:16",27
4008,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1769,-2718,-18115,-132,-89,-260,0,NULL,NULL,1666582953395 ,1370022,"2022-10-24,11:43:16",27
4009,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,444,-3577,-15060,-200,-44,-285,0,NULL,NULL,1666582953540 ,1370022,"2022-10-24,11:43:16",27
4010,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,582,-1893,-16410,-136,-85,-356,0,NULL,NULL,1666582953668 ,1370022,"2022-10-24,11:43:16",27
4011,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,569,-2200,-16727,-38,-192,-400,1,NULL,NULL,1666582953802 ,1370022,"2022-10-24,11:43:17",27
4012,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2209,-906,-17106,-14,33,-650,0,NULL,NULL,1666582953916 ,1370022,"2022-10-24,11:43:17",27
4013,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2214,-1872,-15532,7,79,-588,0,NULL,NULL,1666582954041 ,1370022,"2022-10-24,11:43:17",27
4014,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1171,-1383,-17244,82,94,-832,0,NULL,NULL,1666582954171 ,1370022,"2022-10-24,11:43:17",27
4015,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1038,-229,-16812,76,91,-777,0,NULL,NULL,1666582954298 ,1370022,"2022-10-24,11:43:17",27
4016,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1646,-343,-14776,169,98,-917,0,NULL,NULL,1666582954425 ,1370022,"2022-10-24,11:43:17",27
4017,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2862,-367,-16919,282,-113,-983,0,NULL,NULL,1666582954554 ,1370022,"2022-10-24,11:43:17",27
4018,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3437,253,-15118,232,-5,-962,0,NULL,NULL,1666582954685 ,1370022,"2022-10-24,11:43:17",27
4019,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3626,-561,-15611,216,-50,-769,0,NULL,NULL,1666582954824 ,1370022,"2022-10-24,11:43:18",27
4020,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4526,-320,-15386,168,87,-493,0,NULL,NULL,1666582954941 ,1370022,"2022-10-24,11:43:18",27
4021,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4500,-1544,-15547,194,130,-420,0,NULL,NULL,1666582955061 ,1370022,"2022-10-24,11:43:18",27
4022,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3479,-1033,-17999,327,-7,-375,0,NULL,NULL,1666582955175 ,1370022,"2022-10-24,11:43:18",27
4023,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3643,-2192,-12535,298,164,-352,0,NULL,NULL,1666582955293 ,1370022,"2022-10-24,11:43:18",27
4024,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2300,-2910,-16451,46,-46,-259,0,NULL,NULL,1666582955419 ,1370022,"2022-10-24,11:43:18",27
4025,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4455,-2298,-12817,150,49,-217,0,NULL,NULL,1666582955547 ,1370022,"2022-10-24,11:43:18",27
4026,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4859,-3803,-13851,192,0,-49,0,NULL,NULL,1666582955689 ,1370022,"2022-10-24,11:43:18",27
4027,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4887,-2546,-16075,-164,-37,-15,0,NULL,NULL,1666582955803 ,1370022,"2022-10-24,11:43:19",27
4028,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3844,-710,-17074,-116,110,-190,0,NULL,NULL,1666582955925 ,1370022,"2022-10-24,11:43:19",27
4029,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2950,-825,-13571,-94,138,-89,0,NULL,NULL,1666582956041 ,1370022,"2022-10-24,11:43:19",27
4030,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3726,-595,-13798,-93,-69,160,1,NULL,NULL,1666582956170 ,1370022,"2022-10-24,11:43:19",27
4031,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3548,-1054,-16294,-39,-164,141,0,NULL,NULL,1666582956310 ,1370022,"2022-10-24,11:43:19",27
4032,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3881,-411,-14603,29,-143,17,0,NULL,NULL,1666582956429 ,1370022,"2022-10-24,11:43:19",27
4033,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3792,840,-16261,-8,-262,-34,0,NULL,NULL,1666582956543 ,1370022,"2022-10-24,11:43:19",27
4034,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2642,554,-17030,126,-147,-74,0,NULL,NULL,1666582956669 ,1370022,"2022-10-24,11:43:19",27
4035,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-92,-2285,-19531,8,-75,-137,0,NULL,NULL,1666582956797 ,1370022,"2022-10-24,11:43:20",27
4036,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1594,-2959,-12825,57,249,-195,0,NULL,NULL,1666582956923 ,1370022,"2022-10-24,11:43:20",27
4037,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1037,-2241,-15596,95,125,-37,0,NULL,NULL,1666582957052 ,1370022,"2022-10-24,11:43:20",27
4038,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2083,-2305,-15953,-89,46,27,0,NULL,NULL,1666582957193 ,1370022,"2022-10-24,11:43:20",27
4039,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3797,-2566,-14426,-79,53,153,0,NULL,NULL,1666582957313 ,1370022,"2022-10-24,11:43:20",27
4040,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5075,-2373,-16088,-127,-51,-5,0,NULL,NULL,1666582957445 ,1370022,"2022-10-24,11:43:20",27
4041,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3961,-156,-19176,-218,11,-27,0,NULL,NULL,1666582957580 ,1370022,"2022-10-24,11:43:20",27
4042,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,661,-489,-15450,-95,131,59,0,NULL,NULL,1666582957692 ,1370022,"2022-10-24,11:43:20",27
4043,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,629,-844,-15301,64,25,195,1,NULL,NULL,1666582957819 ,1370022,"2022-10-24,11:43:21",27
4044,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4475,-836,-14363,120,-59,124,0,NULL,NULL,1666582957959 ,1370022,"2022-10-24,11:43:21",27
4045,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3995,-830,-14999,134,39,4,1,NULL,NULL,1666582958079 ,1370022,"2022-10-24,11:43:21",27
4046,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4929,-1580,-15738,103,54,9,0,NULL,NULL,1666582958198 ,1370022,"2022-10-24,11:43:21",27
4047,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4081,-662,-18566,184,9,-281,0,NULL,NULL,1666582958325 ,1370022,"2022-10-24,11:43:21",27
4048,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2249,-2117,-14524,108,119,-365,0,NULL,NULL,1666582958437 ,1370022,"2022-10-24,11:43:21",27
4049,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1322,-2536,-17405,-123,-120,-228,0,NULL,NULL,1666582958554 ,1370022,"2022-10-24,11:43:21",27
4050,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3197,-2233,-12702,-23,5,-45,0,NULL,NULL,1666582958699 ,1370022,"2022-10-24,11:43:21",27
4051,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4152,-2773,-15766,8,-83,133,0,NULL,NULL,1666582958839 ,1370022,"2022-10-24,11:43:22",27
4052,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5088,-2744,-14754,5,-39,102,0,NULL,NULL,1666582958953 ,1370022,"2022-10-24,11:43:22",27
4053,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4645,-2011,-17491,-225,-43,46,0,NULL,NULL,1666582959067 ,1370022,"2022-10-24,11:43:22",27
4054,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1056,-863,-15240,-102,45,25,0,NULL,NULL,1666582959197 ,1370022,"2022-10-24,11:43:22",27
4055,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1561,-1290,-14906,71,-128,261,1,NULL,NULL,1666582959337 ,1370022,"2022-10-24,11:43:22",27
4056,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3499,-1485,-15056,83,-233,170,0,NULL,NULL,1666582959449 ,1370022,"2022-10-24,11:43:22",27
4057,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2935,-1664,-15099,100,-83,127,1,NULL,NULL,1666582959578 ,1370022,"2022-10-24,11:43:22",27
4058,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3763,-1346,-16432,105,-3,-91,0,NULL,NULL,1666582959698 ,1370022,"2022-10-24,11:43:22",27
4059,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4166,-2619,-16666,144,88,-146,0,NULL,NULL,1666582959825 ,1370022,"2022-10-24,11:43:23",27
4060,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1723,-2381,-13754,38,61,-316,0,NULL,NULL,1666582959956 ,1370022,"2022-10-24,11:43:23",27
4061,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,283,-2135,-16673,-128,-51,-179,0,NULL,NULL,1666582960094 ,1370022,"2022-10-24,11:43:23",27
4062,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2590,-1981,-12781,-4,-1,-117,0,NULL,NULL,1666582960212 ,1370022,"2022-10-24,11:43:23",27
4063,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3006,-2611,-15897,-92,-175,47,0,NULL,NULL,1666582960331 ,1370022,"2022-10-24,11:43:23",27
4064,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3840,-2325,-15764,-113,-55,131,0,NULL,NULL,1666582960455 ,1370022,"2022-10-24,11:43:23",27
4065,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3485,-1226,-19051,-254,80,40,0,NULL,NULL,1666582960594 ,1370022,"2022-10-24,11:43:23",27
4066,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-112,-643,-15595,-27,140,107,0,NULL,NULL,1666582960723 ,1370022,"2022-10-24,11:43:23",27
4067,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-125,-902,-15378,63,-89,139,1,NULL,NULL,1666582960835 ,1370022,"2022-10-24,11:43:24",27
4068,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2643,-863,-14610,57,-198,171,0,NULL,NULL,1666582960951 ,1370022,"2022-10-24,11:43:24",27
4069,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3239,-395,-15092,153,20,-15,1,NULL,NULL,1666582961091 ,1370022,"2022-10-24,11:43:24",27
4070,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2998,-1626,-17182,139,3,25,0,NULL,NULL,1666582961226 ,1370022,"2022-10-24,11:43:24",27
4071,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3516,-1810,-17963,175,63,-255,1,NULL,NULL,1666582961353 ,1370022,"2022-10-24,11:43:24",27
4072,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,459,-3636,-12616,-109,260,-279,0,NULL,NULL,1666582961483 ,1370022,"2022-10-24,11:43:24",27
4073,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,974,-1851,-14498,11,28,-243,0,NULL,NULL,1666582961624 ,1370022,"2022-10-24,11:43:24",27
4074,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2747,-2275,-14783,-83,-115,28,0,NULL,NULL,1666582961738 ,1370022,"2022-10-24,11:43:24",27
4075,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2519,-2660,-15169,-82,-22,205,1,NULL,NULL,1666582961863 ,1370022,"2022-10-24,11:43:25",27
4076,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3829,-2996,-15920,-122,-156,106,0,NULL,NULL,1666582961976 ,1370022,"2022-10-24,11:43:25",27
4077,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3409,-2471,-16923,-160,-117,16,0,NULL,NULL,1666582962100 ,1370022,"2022-10-24,11:43:25",27
