id,address,power,heart_rate,step,temperature,systolic_pressure,diastolic_pressure,accx,accy,accz,gyroscopex,gyroscopey,gyroscopez,stay,sos,elock_open_illegal_warn,timestamp,bs_address,sample_time,sample_batch
4078,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2394,-24,-17203,-113,34,-93,0,NULL,NULL,1666582962245 ,1370022,"2022-10-24,11:43:25",27
4079,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,-237,-307,-14490,15,114,61,0,NULL,NULL,1666582962366 ,1370022,"2022-10-24,11:43:25",27
4080,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1837,-162,-13898,162,-20,47,0,NULL,NULL,1666582962493 ,1370022,"2022-10-24,11:43:25",27
4081,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1477,-1403,-16486,97,-135,28,0,NULL,NULL,1666582962612 ,1370022,"2022-10-24,11:43:25",27
4082,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3067,245,-15460,137,-34,-312,0,NULL,NULL,1666582962748 ,1370022,"2022-10-24,11:43:25",27
4083,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2724,-712,-15746,164,-35,-368,0,NULL,NULL,1666582962887 ,1370022,"2022-10-24,11:43:26",27
4084,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1296,-1804,-19140,160,-149,-508,0,NULL,NULL,1666582963018 ,1370022,"2022-10-24,11:43:26",27
4085,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,510,-3947,-14820,-8,68,-630,0,NULL,NULL,1666582963145 ,1370022,"2022-10-24,11:43:26",27
4086,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,102,-3392,-17280,-22,-10,-689,0,NULL,NULL,1666582963270 ,1370022,"2022-10-24,11:43:26",27
4087,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2824,-2702,-13823,87,94,-932,0,NULL,NULL,1666582963390 ,1370022,"2022-10-24,11:43:26",27
4088,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2103,-3662,-15804,64,91,-851,0,NULL,NULL,1666582963503 ,1370022,"2022-10-24,11:43:26",27
4089,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3596,-1111,-15261,193,156,-1252,0,NULL,NULL,1666582963630 ,1370022,"2022-10-24,11:43:26",27
4090,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3317,-2224,-14917,254,840,-1981,0,NULL,NULL,1666582963758 ,1370022,"2022-10-24,11:43:26",27
4091,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4532,-60,-13439,439,459,-1897,0,NULL,NULL,1666582963885 ,1370022,"2022-10-24,11:43:27",27
4092,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5284,1197,-14593,623,-121,-1578,0,NULL,NULL,1666582964017 ,1370022,"2022-10-24,11:43:27",27
4093,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4032,-704,-16604,717,-192,-1253,0,NULL,NULL,1666582964139 ,1370022,"2022-10-24,11:43:27",27
4094,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3962,1362,-16046,568,-133,-1272,0,NULL,NULL,1666582964258 ,1370022,"2022-10-24,11:43:27",27
4095,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4447,-1425,-13694,424,-136,-941,0,NULL,NULL,1666582964374 ,1370022,"2022-10-24,11:43:27",27
4096,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5264,-2407,-13867,408,-150,-979,0,NULL,NULL,1666582964503 ,1370022,"2022-10-24,11:43:27",27
4097,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,6058,-163,-15225,358,-102,-677,0,NULL,NULL,1666582964646 ,1370022,"2022-10-24,11:43:27",27
4098,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5980,-1724,-14964,198,-27,-209,0,NULL,NULL,1666582964780 ,1370022,"2022-10-24,11:43:27",27
4099,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5712,-2646,-14247,103,-35,-146,0,NULL,NULL,1666582964915 ,1370022,"2022-10-24,11:43:28",27
4100,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4541,-3817,-13894,76,-147,31,0,NULL,NULL,1666582965051 ,1370022,"2022-10-24,11:43:28",27
4101,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4346,-3075,-15723,-3,-285,-206,0,NULL,NULL,1666582965169 ,1370022,"2022-10-24,11:43:28",27
